14   # Number of entries for wfpcpc8.tab
-1.10  -701.0  # Z4 & Secondary position on August 15, 1990 (zeropoint)
# The following aberrations are in waves at 547 nm in V2,V3 coordinates.
# The focus value has desorption removed.  File created July 1994.
# Date of         Focus  X-Astig  Y-Astig   X-Coma   Y-Coma   X-Clov   Y-Clov   Spher    Spher5
# Move (dmy)       Z4       Z5       Z6       Z7       Z8       Z9      Z10      Z11      Z22
#-----------------------------------------------------------------------------------------------
 24   4  1990       0.0  -0.0080  -0.0049   0.0194   0.0241   0.0296   0.0045  -0.5490   0.0091
 20   5  1990    -615.0  -0.0080  -0.0049   0.0194   0.0241   0.0296   0.0045  -0.5490   0.0091
 15   6  1990    -690.0  -0.0080  -0.0049   0.0194   0.0241   0.0296   0.0045  -0.5490   0.0091
 25   6  1990    -539.0  -0.0080  -0.0049   0.0194   0.0241   0.0296   0.0045  -0.5490   0.0091
 23   7  1990    -711.0  -0.0080  -0.0049   0.0194   0.0241   0.0296   0.0045  -0.5490   0.0091
 15   8  1990    -701.0   0.0013  -0.0230  -0.0036   0.0510   0.0000   0.0085  -0.5490   0.0091
 26  10  1990    -681.0   0.0013  -0.0230  -0.0036   0.0510   0.0000   0.0085  -0.5490   0.0091
 17  12  1990    -680.0  -0.0080  -0.0049   0.0194   0.0241   0.0296   0.0045  -0.5490   0.0091
 22   2  1991    -655.0  -0.0080  -0.0049   0.0194   0.0241   0.0296   0.0045  -0.5490   0.0091
 22   3  1991    -655.0  -0.0080  -0.0049   0.0194   0.0241   0.0296   0.0045  -0.5490   0.0091
  6   4  1991    -655.0  -0.0080  -0.0049   0.0194   0.0241   0.0296   0.0045  -0.5490   0.0091
 11   4  1991    -640.0  -0.0080  -0.0049   0.0194   0.0241   0.0296   0.0045  -0.5490   0.0091
 23   8  1992    -626.0  -0.0080  -0.0049   0.0194   0.0241   0.0296   0.0045  -0.5490   0.0091
 25  11  1992    -616.0  -0.0080  -0.0049   0.0194   0.0241   0.0296   0.0045  -0.5490   0.0091
